X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
2.17597, -5.27961, 0, 2.17597, -5.27961, 0, 0.414032, 0.585968, 2.03495, 2.03495, 4.8155, 4.8155
-0.632397, -0.307682, 0, -0.632397, -0.307682, 0, 0.96395, 0.0360499, 1.72698, 1.72698, 3.59441, 3.59441
0.437003, -0.00829241, 0, 0.437003, -0.00829241, 0, 0.929909, 0.0700906, 2.62008, 2.62008, 6.20046, 6.20046
0.921327, 0.517727, 0, 0.921327, 0.517727, 0, 0.918133, 0.0818673, 2.08755, 2.08755, 0.486622, 0.486622
1.60447, 0.539748, 0, 1.60447, 0.539748, 0, 0.648202, 0.351798, 1.98814, 1.98814, 3.40639, 3.40639
0.0658672, -0.168171, 0, 0.0658672, -0.168171, 0, 0.93598, 0.0640196, 2.06693, 2.06693, 0.248019, 0.248019
0.856045, -0.629526, 2.22045e-017, 0.856045, -0.629526, 2.22045e-017, 0.863946, 0.136054, 2.46523, 2.46523, 3.70439, 3.70439
-0.716033, 1.4052, 0, -0.716033, 1.4052, 0, 0.915455, 0.0845445, 1.80086, 1.80086, 2.03139, 2.03139
0.602457, 0.632985, 0, 0.602457, 0.632985, 0, 0.91949, 0.0805102, 2.09636, 2.09636, 0.771772, 0.771772
2.33804, -2.00441, 0, 2.33804, -2.00441, 0, 0.790971, 0.209029, 1.97853, 1.97853, 5.53468, 5.53468
-4.86364, -0.391903, 5.55112e-018, -4.86364, -0.391903, 5.55112e-018, 0.624238, 0.375762, 2.02395, 2.02395, 3.40821, 3.40821
-0.835726, 0.019766, 0, -0.835726, 0.019766, 0, 0.927834, 0.0721659, 2.25873, 2.25873, 3.27545, 3.27545
-0.204019, 1.73827, 0, -0.204019, 1.73827, 0, 0.905109, 0.0948907, 1.77556, 1.77556, 1.76626, 1.76626
-0.0446658, 0.427207, 0, -0.0446658, 0.427207, 0, 0.948384, 0.0516161, 2.46137, 2.46137, 1.61752, 1.61752
-0.0270923, -0.477805, 0, -0.0270923, -0.477805, 0, 0.894994, 0.105006, 2.85437, 2.85437, 3.53669, 3.53669
1.61742, -1.0786, 0, 1.61742, -1.0786, 0, 0.79026, 0.20974, 2.36665, 2.36665, 5.93526, 5.93526
1.32886, -2.64679, 0, 1.32886, -2.64679, 0, 0.646318, 0.353682, 2.09612, 2.09612, 0.732717, 0.732717
-2.6651, -1.46792, 0, -2.6651, -1.46792, 0, 0.816627, 0.183373, 1.86541, 1.86541, 3.8221, 3.8221
-1.31188, -3.09399, 0, -1.31188, -3.09399, 0, 0.48495, 0.51505, 2.46195, 2.46195, 3.36334, 3.36334
0.527026, 2.80857, 0, 0.527026, 2.80857, 0, 0.774795, 0.225205, 2.24878, 2.24878, 2.02027, 2.02027
-0.214009, 1.02066, 0, -0.214009, 1.02066, 0, 0.731908, 0.268092, 2.13388, 2.13388, 2.54028, 2.54028
-0.331978, -1.43664, 0, -0.331978, -1.43664, 0, 0.682698, 0.317302, 2.75234, 2.75234, 2.20375, 2.20375
-0.320053, -3.77678, 0, -0.320053, -3.77678, 0, 0.285604, 0.714396, 2.68807, 2.68807, 4.14539, 4.14539
0.974295, -0.465592, 0, 0.974295, -0.465592, 0, 0.901959, 0.0980411, 2.31342, 2.31342, 6.08784, 6.08784
0.472207, -0.343878, 0, 0.472207, -0.343878, 0, 0.752557, 0.247443, 2.60597, 2.60597, 1.02167, 1.02167
-0.00905887, -0.620051, 0, -0.00905887, -0.620051, 0, 0.9525, 0.0475003, 2.12316, 2.12316, 4.68267, 4.68267
0.26786, -1.27236, 0, 0.26786, -1.27236, 0, 0.881131, 0.118869, 1.7862, 1.7862, 4.9064, 4.9064
-6.73415, -0.301706, 0, -6.73415, -0.301706, 0, 0.54792, 0.45208, 2.70725, 2.70725, 3.00927, 3.00927
0.417129, -2.73892, 0, 0.417129, -2.73892, 0, 0.789321, 0.210679, 2.38921, 2.38921, 4.58224, 4.58224
-2.29447, 2.31221, 0, -2.29447, 2.31221, 0, 0.675431, 0.324569, 2.59268, 2.59268, 0.314914, 0.314914
2.39942, -0.500819, 0, 2.39942, -0.500819, 0, 0.487013, 0.512987, 1.98791, 1.98791, 0.381527, 0.381527
0.444809, -1.41489, 0, 0.444809, -1.41489, 0, 0.864246, 0.135754, 2.77977, 2.77977, 3.24648, 3.24648
-2.11566, 0.196074, 0, -2.11566, 0.196074, 0, 0.39434, 0.60566, 2.30669, 2.30669, 3.75837, 3.75837
3.58709, 4.24375, 0, 3.58709, 4.24375, 0, 0.205234, 0.794766, 2.57442, 2.57442, 2.67056, 2.67056
-1.49085, -3.95346, 0, -1.49085, -3.95346, 0, 0.558512, 0.441488, 2.63584, 2.63584, 5.00825, 5.00825
0.0105723, -0.702908, 2.22045e-017, 0.0105723, -0.702908, 2.22045e-017, 0.919932, 0.0800676, 2.48657, 2.48657, 5.09662, 5.09662
-0.0016255, 1.91589, 0, -0.0016255, 1.91589, 0, 0.675665, 0.324335, 2.53502, 2.53502, 1.76636, 1.76636
-0.808387, 0.471973, 0, -0.808387, 0.471973, 0, 0.647775, 0.352225, 2.69457, 2.69457, 5.38281, 5.38281
0.401493, 1.8865, 0, 0.401493, 1.8865, 0, 0.881274, 0.118726, 1.95542, 1.95542, 6.21836, 6.21836
1.46389, 1.22371, 0, 1.46389, 1.22371, 0, 0.592959, 0.407041, 2.54255, 2.54255, 4.66541, 4.66541
2.69893, -0.683566, 0, 2.69893, -0.683566, 0, 0.751289, 0.248711, 2.12243, 2.12243, 6.22928, 6.22928
-3.30765, -2.1641, 0, -3.30765, -2.1641, 0, 0.708569, 0.291431, 2.05644, 2.05644, 3.88724, 3.88724
1.63955, 0.468499, 0, 1.63955, 0.468499, 0, 0.855013, 0.144987, 1.884, 1.884, 0.344871, 0.344871
0.219367, -0.0399647, 0, 0.219367, -0.0399647, 0, 0.978625, 0.0213751, 2.3605, 2.3605, 0.0637265, 0.0637265
2.88688, 3.90179, 0, 2.88688, 3.90179, 0, 0.77169, 0.22831, 2.00758, 2.00758, 0.910835, 0.910835
-0.859859, -1.53429, 0, -0.859859, -1.53429, 0, 0.380752, 0.619248, 2.39687, 2.39687, 5.5712, 5.5712
4.02749, -0.87251, 0, 4.02749, -0.87251, 0, 0.546568, 0.453432, 2.77586, 2.77586, 1.6922, 1.6922
-1.63079, -0.995579, 0, -1.63079, -0.995579, 0, 0.47989, 0.52011, 3.02915, 3.02915, 4.90871, 4.90871
0.233056, 1.60588, 4.44089e-017, 0.233056, 1.60588, 4.44089e-017, 0.780019, 0.219981, 2.35257, 2.35257, 1.13091, 1.13091
-2.43897, -5.87221, 0, -2.43897, -5.87221, 0, 0.0164885, 0.983512, 2.42149, 2.42149, 5.26943, 5.26943
1.76098, 5.67074, 0, 1.76098, 5.67074, 0, 0.398097, 0.601903, 1.90031, 1.90031, 6.25294, 6.25294
0.515311, -1.20906, 0, 0.515311, -1.20906, 0, 0.890835, 0.109165, 1.92333, 1.92333, 4.07659, 4.07659
2.56033, -0.921275, 0, 2.56033, -0.921275, 0, 0.643699, 0.356301, 1.95099, 1.95099, 2.52562, 2.52562
-3.42068, -3.14624, 0, -3.42068, -3.14624, 0, 0.529068, 0.470932, 1.97283, 1.97283, 5.41427, 5.41427
-2.44773, 0.219166, 0, -2.44773, 0.219166, 0, 0.877734, 0.122266, 2.70691, 2.70691, 4.50674, 4.50674
1.63122, 0.946935, 0, 1.63122, 0.946935, 0, 0.725142, 0.274858, 2.341, 2.341, 1.1133, 1.1133
4.27167, -3.24247, 0, 4.27167, -3.24247, 0, 0.666898, 0.333102, 1.99127, 1.99127, 4.85837, 4.85837
-6.46596, 1.35532, 0, -6.46596, 1.35532, 0, 0.52452, 0.47548, 2.73209, 2.73209, 3.07251, 3.07251
-0.915676, 2.29049, 2.22045e-017, -0.915676, 2.29049, 2.22045e-017, 0.734271, 0.265729, 2.42632, 2.42632, 0.576625, 0.576625
0.982075, 1.13037, 0, 0.982075, 1.13037, 0, 0.886662, 0.113338, 2.3227, 2.3227, 0.445559, 0.445559
2.81552, -6.41724, 0, 2.81552, -6.41724, 0, 0.280414, 0.719586, 2.81773, 2.81773, 1.76075, 1.76075
0.946315, -1.33087, 0, 0.946315, -1.33087, 0, 0.260072, 0.739928, 2.21596, 2.21596, 2.99824, 2.99824
2.24291, -1.05341, 0, 2.24291, -1.05341, 0, 0.695927, 0.304073, 2.81649, 2.81649, 0.934874, 0.934874
-2.25326, -3.812, 0, -2.25326, -3.812, 0, 0.0824256, 0.917574, 1.9543, 1.9543, 4.25088, 4.25088
0.08558, 0.45672, 0, 0.08558, 0.45672, 0, 0.937228, 0.0627725, 2.70029, 2.70029, 2.17586, 2.17586
-4.64259, 0.190427, 0, -4.64259, 0.190427, 0, 0.236261, 0.763739, 2.45891, 2.45891, 1.91476, 1.91476
0.336491, 0.760545, 0, 0.336491, 0.760545, 0, 0.940921, 0.0590792, 2.13553, 2.13553, 0.774729, 0.774729
0.213802, 0.524392, 0, 0.213802, 0.524392, 0, 0.959308, 0.0406916, 2.14085, 2.14085, 1.02959, 1.02959
0.15133, 0.141162, 0, 0.15133, 0.141162, 0, 0.980199, 0.0198013, 2.2825, 2.2825, 0.750647, 0.750647
-1.53377, 1.95773, 0, -1.53377, 1.95773, 0, 0.751009, 0.248991, 2.08655, 2.08655, 2.42643, 2.42643
0.133286, 0.0022183, 0, 0.133286, 0.0022183, 0, 0.991239, 0.00876056, 1.96637, 1.96637, 0.0166416, 0.0166416
3.06045, 2.25247, 0, 3.06045, 2.25247, 0, 0.0404267, 0.959573, 2.5331, 2.5331, 2.9829, 2.9829
0.835528, 2.3278, 0, 0.835528, 2.3278, 0, 0.685714, 0.314286, 3.02119, 3.02119, 4.47937, 4.47937
-2.52457, -1.80267, 0, -2.52457, -1.80267, 0, 0.702829, 0.297171, 2.83754, 2.83754, 4.30374, 4.30374
0.0654034, 0.4059, 0, 0.0654034, 0.4059, 0, 0.189448, 0.810552, 3.04387, 3.04387, 3.44442, 3.44442
0.981387, -0.910714, 0, 0.981387, -0.910714, 0, 0.88638, 0.11362, 2.49373, 2.49373, 4.9466, 4.9466
3.80575, 3.18858, 0, 3.80575, 3.18858, 0, 0.454837, 0.545163, 2.17968, 2.17968, 0.660799, 0.660799
-0.207049, 0.118258, 0, -0.207049, 0.118258, 0, 0.981676, 0.0183245, 2.1103, 2.1103, 2.52765, 2.52765
6.76212, -2.3981, 0, 6.76212, -2.3981, 0, 0.423096, 0.576904, 2.43142, 2.43142, 3.92979, 3.92979
-3.1957, 1.24455, 0, -3.1957, 1.24455, 0, 0.771055, 0.228945, 2.07706, 2.07706, 2.63284, 2.63284
2.42442, -2.89652, 5.55112e-018, 2.42442, -2.89652, 5.55112e-018, 0.404761, 0.595239, 1.90093, 1.90093, 5.55959, 5.55959
-0.587317, -0.644797, 0, -0.587317, -0.644797, 0, 0.655457, 0.344543, 2.30428, 2.30428, 5.41731, 5.41731
-3.3338, -1.89343, 0, -3.3338, -1.89343, 0, 0.287986, 0.712014, 2.08579, 2.08579, 4.69994, 4.69994
1.08471, 1.74831, 0, 1.08471, 1.74831, 0, 0.801419, 0.198581, 2.03179, 2.03179, 2.83419, 2.83419
0.649712, 0.0808926, 0, 0.649712, 0.0808926, 0, 0.928082, 0.071918, 2.47521, 2.47521, 0.733644, 0.733644
1.07738, -1.51762, 0, 1.07738, -1.51762, 0, 0.208518, 0.791482, 2.43648, 2.43648, 6.06078, 6.06078
-4.33212, 0.419341, 0, -4.33212, 0.419341, 0, 0.645359, 0.354641, 2.97309, 2.97309, 3.63342, 3.63342
3.39935, 0.299619, 0, 3.39935, 0.299619, 0, 0.798258, 0.201742, 2.64625, 2.64625, 5.93746, 5.93746
-0.267736, -0.115545, 0, -0.267736, -0.115545, 0, 0.974529, 0.0254708, 2.21102, 2.21102, 3.54901, 3.54901
-0.579888, 0.686428, 0, -0.579888, 0.686428, 0, 0.0634576, 0.936542, 2.70457, 2.70457, 2.73323, 2.73323
-0.393861, 4.51303, 0, -0.393861, 4.51303, 0, 0.16909, 0.83091, 2.83475, 2.83475, 3.55559, 3.55559
-3.26798, -2.05797, 0, -3.26798, -2.05797, 0, 0.138232, 0.861768, 2.43107, 2.43107, 5.63023, 5.63023
1.07205, 0.883627, 0, 1.07205, 0.883627, 0, 0.862401, 0.137599, 2.45348, 2.45348, 0.577572, 0.577572
-1.67467, -1.20166, 0, -1.67467, -1.20166, 0, 0.65354, 0.34646, 2.48049, 2.48049, 3.99126, 3.99126
-0.188689, 0.74137, 0, -0.188689, 0.74137, 0, 0.864225, 0.135775, 2.4368, 2.4368, 2.48383, 2.48383
0.251245, 0.0547694, 0, 0.251245, 0.0547694, 0, 0.948636, 0.0513642, 1.88794, 1.88794, 0.508122, 0.508122
-1.56897, -0.146081, 0, -1.56897, -0.146081, 0, 0.89616, 0.10384, 1.93421, 1.93421, 3.35988, 3.35988
-0.11646, -0.443945, 0, -0.11646, -0.443945, 0, 0.906949, 0.0930513, 2.06012, 2.06012, 5.3195, 5.3195
1.04525, -4.22711, 0, 1.04525, -4.22711, 0, 0.772809, 0.227191, 2.17659, 2.17659, 4.58167, 4.58167
-2.04895, -0.815521, 0, -2.04895, -0.815521, 0, 0.717655, 0.282345, 2.41512, 2.41512, 3.64076, 3.64076
2.89854, -0.151554, 0, 2.89854, -0.151554, 0, 0.753003, 0.246997, 2.46377, 2.46377, 1.14631, 1.14631
-0.323697, -0.262176, 0, -0.323697, -0.262176, 0, 0.84977, 0.15023, 2.80641, 2.80641, 2.84492, 2.84492
4.43332, -4.23091, 0, 4.43332, -4.23091, 0, 0.10071, 0.89929, 2.69794, 2.69794, 3.08766, 3.08766
-1.42825, 3.36186, 0, -1.42825, 3.36186, 0, 0.294008, 0.705992, 2.12346, 2.12346, 1.31952, 1.31952
0.795863, -0.638985, 0, 0.795863, -0.638985, 0, 0.75238, 0.24762, 2.54187, 2.54187, 5.93349, 5.93349
2.12919, -0.0571577, 0, 2.12919, -0.0571577, 0, 0.650913, 0.349087, 2.92338, 2.92338, 1.15339, 1.15339
1.68578, 3.12155, 4.44089e-017, 1.68578, 3.12155, 4.44089e-017, 0.745575, 0.254425, 2.423, 2.423, 1.08626, 1.08626
3.25293, 3.47972, 0, 3.25293, 3.47972, 0, 0.694479, 0.305521, 2.03746, 2.03746, 0.942351, 0.942351
-0.0244459, -0.28213, 0, -0.0244459, -0.28213, 0, 0.868506, 0.131494, 2.73228, 2.73228, 3.50488, 3.50488
3.254, 1.50796, 0, 3.254, 1.50796, 0, 0.374549, 0.625451, 2.40433, 2.40433, 5.93925, 5.93925
-1.13137, -0.784092, 0, -1.13137, -0.784092, 0, 0.484027, 0.515973, 2.19503, 2.19503, 3.04943, 3.04943
-6.92038, 1.9924, 0, -6.92038, 1.9924, 0, 0.185381, 0.814619, 1.8424, 1.8424, 4.4774, 4.4774
1.00343, -0.936884, 0, 1.00343, -0.936884, 0, 0.851691, 0.148309, 2.01095, 2.01095, 5.48067, 5.48067
1.06649, 0.0116107, 0, 1.06649, 0.0116107, 0, 0.799558, 0.200442, 2.99796, 2.99796, 2.70406, 2.70406
-0.982747, 0.610759, 0, -0.982747, 0.610759, 0, 0.414898, 0.585102, 2.45073, 2.45073, 3.60602, 3.60602
0.933347, 0.479958, 0, 0.933347, 0.479958, 0, 0.525676, 0.474324, 2.80103, 2.80103, 6.07278, 6.07278
-0.279698, -0.535063, 0, -0.279698, -0.535063, 0, 0.941208, 0.0587922, 2.25401, 2.25401, 4.6475, 4.6475
-0.460258, 0.124659, 0, -0.460258, 0.124659, 0, 0.952447, 0.0475532, 2.45577, 2.45577, 0.902407, 0.902407
0.91857, 0.054512, 0, 0.91857, 0.054512, 0, 0.76944, 0.23056, 2.65653, 2.65653, 5.79331, 5.79331
0.105472, -0.0816174, 0, 0.105472, -0.0816174, 0, 0.992088, 0.00791231, 1.86542, 1.86542, 5.55893, 5.55893
-1.69095, 1.34875, 0, -1.69095, 1.34875, 0, 0.892006, 0.107994, 2.0215, 2.0215, 2.26546, 2.26546
-0.300376, 0.029541, 0, -0.300376, 0.029541, 0, 0.850191, 0.149809, 2.93617, 2.93617, 2.44061, 2.44061
-0.940738, 1.20025, 0, -0.940738, 1.20025, 0, 0.839797, 0.160203, 2.242, 2.242, 2.14795, 2.14795
-5.21404, 1.0248, 0, -5.21404, 1.0248, 0, 0.26762, 0.73238, 2.84304, 2.84304, 1.69198, 1.69198
0.370208, -0.221447, 0, 0.370208, -0.221447, 0, 0.932346, 0.0676537, 2.59391, 2.59391, 5.74411, 5.74411
-0.851723, 0.929583, 0, -0.851723, 0.929583, 0, 0.925911, 0.0740891, 2.02876, 2.02876, 1.96679, 1.96679
6.6911, -3.36177, 0, 6.6911, -3.36177, 0, 0.554886, 0.445114, 2.54182, 2.54182, 0.342463, 0.342463
0.428451, 0.103576, 0, 0.428451, 0.103576, 0, 0.948565, 0.0514346, 2.43011, 2.43011, 0.229585, 0.229585
-0.983123, 0.931504, 0, -0.983123, 0.931504, 0, 0.918784, 0.0812159, 2.44857, 2.44857, 2.66515, 2.66515
-1.71325, 0.418371, 0, -1.71325, 0.418371, 0, 0.81877, 0.18123, 2.54209, 2.54209, 3.35258, 3.35258
1.66729, 0.0235183, 0, 1.66729, 0.0235183, 0, 0.836676, 0.163324, 2.37444, 2.37444, 6.07346, 6.07346
5.81892, 2.07524, 0, 5.81892, 2.07524, 0, 0.604268, 0.395732, 2.186, 2.186, 0.679934, 0.679934
1.72906, 0.0418013, 0, 1.72906, 0.0418013, 0, 0.80387, 0.19613, 2.35145, 2.35145, 5.57948, 5.57948
-0.621256, -1.72248, 0, -0.621256, -1.72248, 0, 0.833474, 0.166526, 2.54842, 2.54842, 4.19052, 4.19052
0.562605, 0.503791, 0, 0.562605, 0.503791, 0, 0.880856, 0.119144, 2.28422, 2.28422, 0.290599, 0.290599
-3.64675, 0.872894, 0, -3.64675, 0.872894, 0, 0.782791, 0.217209, 1.85043, 1.85043, 2.74452, 2.74452
-3.08319, 1.08697, 0, -3.08319, 1.08697, 0, 0.169014, 0.830986, 2.16897, 2.16897, 1.20077, 1.20077
0.155408, 0.179082, 0, 0.155408, 0.179082, 0, 0.976047, 0.023953, 2.32255, 2.32255, 0.856055, 0.856055
0.944787, -4.26242, 0, 0.944787, -4.26242, 0, 0.716949, 0.283051, 2.30625, 2.30625, 3.62378, 3.62378
-0.650353, 0.585993, 0, -0.650353, 0.585993, 0, 0.796783, 0.203217, 2.5667, 2.5667, 1.26574, 1.26574
2.55922, -1.17522, 0, 2.55922, -1.17522, 0, 0.64809, 0.35191, 1.97576, 1.97576, 5.46273, 5.46273
3.01115, -4.20833, 0, 3.01115, -4.20833, 0, 0.353193, 0.646807, 2.09416, 2.09416, 5.47887, 5.47887
0.173177, 0.237831, 1.38778e-018, 0.173177, 0.237831, 1.38778e-018, 0.978391, 0.0216095, 2.00633, 2.00633, 1.02018, 1.02018
-4.67816, 2.28644, 0, -4.67816, 2.28644, 0, 0.110671, 0.889329, 1.85773, 1.85773, 2.92988, 2.92988
-0.658374, 0.118375, 0, -0.658374, 0.118375, 0, 0.894956, 0.105044, 2.66523, 2.66523, 3.23718, 3.23718
-1.36152, 0.121204, 0, -1.36152, 0.121204, 0, 0.577163, 0.422837, 2.96853, 2.96853, 2.93529, 2.93529
-1.5159, 2.05413, 0, -1.5159, 2.05413, 0, 0.478166, 0.521834, 2.91018, 2.91018, 5.91987, 5.91987
-0.411514, 0.725425, 0, -0.411514, 0.725425, 0, 0.488966, 0.511034, 2.42952, 2.42952, 3.41941, 3.41941
4.15105, 2.32477, 0, 4.15105, 2.32477, 0, 0.634954, 0.365046, 2.44546, 2.44546, 3.22376, 3.22376
0.886231, -0.919492, 0, 0.886231, -0.919492, 0, 0.697848, 0.302152, 2.07533, 2.07533, 4.80078, 4.80078
4.31289, 2.27515, 0, 4.31289, 2.27515, 0, 0.266729, 0.733271, 2.90263, 2.90263, 3.82919, 3.82919
0.385707, 0.597884, 0, 0.385707, 0.597884, 0, 0.705144, 0.294856, 2.08038, 2.08038, 1.58674, 1.58674
5.12092, 0.503948, 0, 5.12092, 0.503948, 0, 0.304834, 0.695166, 2.01833, 2.01833, 0.292788, 0.292788
-0.159268, -0.208815, 0, -0.159268, -0.208815, 0, 0.921225, 0.0787753, 2.85522, 2.85522, 4.0932, 4.0932
1.08131, 1.99058, 0, 1.08131, 1.99058, 0, 0.786133, 0.213867, 2.317, 2.317, 1.12491, 1.12491
1.0903, -0.722786, 0, 1.0903, -0.722786, 0, 0.663895, 0.336105, 2.27045, 2.27045, 5.79603, 5.79603
1.71521, -5.36891, 0, 1.71521, -5.36891, 0, 0.622265, 0.377735, 2.04362, 2.04362, 4.64819, 4.64819
1.29387, 2.36853, 0, 1.29387, 2.36853, 0, 0.69736, 0.30264, 2.08138, 2.08138, 2.49731, 2.49731
0.00334371, -1.04525, 8.88178e-017, 0.00334371, -1.04525, 8.88178e-017, 0.907055, 0.0929452, 2.44025, 2.44025, 4.78361, 4.78361
-0.388334, 0.419751, 0, -0.388334, 0.419751, 0, 0.963735, 0.0362648, 1.92972, 1.92972, 2.2814, 2.2814
-1.62306, -1.20375, 0, -1.62306, -1.20375, 0, 0.721077, 0.278923, 2.11023, 2.11023, 6.28266, 6.28266
-4.07145, -1.01506, 0, -4.07145, -1.01506, 0, 0.569144, 0.430856, 2.73351, 2.73351, 2.55623, 2.55623
-1.12581, -3.19535, 0, -1.12581, -3.19535, 0, 0.783913, 0.216087, 2.08411, 2.08411, 4.42619, 4.42619
1.19809, -0.863623, 0, 1.19809, -0.863623, 0, 0.721152, 0.278848, 2.65889, 2.65889, 0.674606, 0.674606
-0.045529, 1.98675, 0, -0.045529, 1.98675, 0, 0.113357, 0.886643, 2.7381, 2.7381, 2.36847, 2.36847
-3.51822, 1.16308, 0, -3.51822, 1.16308, 0, 0.52577, 0.47423, 2.28275, 2.28275, 2.88439, 2.88439
-1.81036, -3.65769, 0, -1.81036, -3.65769, 0, 0.631558, 0.368442, 2.16369, 2.16369, 4.6102, 4.6102
-0.17962, -1.47694, 0, -0.17962, -1.47694, 0, 0.607393, 0.392607, 3.02888, 3.02888, 6.00647, 6.00647
0.342938, 0.0180195, 0, 0.342938, 0.0180195, 0, 0.886223, 0.113777, 2.4306, 2.4306, 4.04363, 4.04363
-3.43227, -0.808065, 0, -3.43227, -0.808065, 0, 0.639435, 0.360565, 2.67751, 2.67751, 2.99064, 2.99064
5.55705, -7.99321, 0, 5.55705, -7.99321, 0, 0.392514, 0.607486, 1.91022, 1.91022, 5.48383, 5.48383
6.04469, -0.0368063, 0, 6.04469, -0.0368063, 0, 0.298662, 0.701338, 2.29381, 2.29381, 3.02508, 3.02508
2.19925, 2.0126, 0, 2.19925, 2.0126, 0, 0.592709, 0.407291, 2.19779, 2.19779, 0.889378, 0.889378
-0.0939953, -0.163214, 2.22045e-017, -0.0939953, -0.163214, 2.22045e-017, 0.982286, 0.0177142, 2.31194, 2.31194, 4.21605, 4.21605
1.54445, 0.909911, 0, 1.54445, 0.909911, 0, 0.723381, 0.276619, 2.66827, 2.66827, 4.13609, 4.13609
3.82994, -2.65364, 0, 3.82994, -2.65364, 0, 0.575844, 0.424156, 2.80843, 2.80843, 3.99009, 3.99009
0.419153, 0.127228, 0, 0.419153, 0.127228, 0, 0.953641, 0.0463592, 2.37102, 2.37102, 0.240516, 0.240516
1.95408, -2.97727, 0, 1.95408, -2.97727, 0, 0.592863, 0.407137, 2.73777, 2.73777, 4.18289, 4.18289
1.01587, 5.58445, 0, 1.01587, 5.58445, 0, 0.0348112, 0.965189, 2.3871, 2.3871, 2.5655, 2.5655
1.18981, -1.24139, 0, 1.18981, -1.24139, 0, 0.335478, 0.664522, 3.08806, 3.08806, 4.19157, 4.19157
1.91016, 0.698743, 0, 1.91016, 0.698743, 0, 0.0829304, 0.91707, 2.12739, 2.12739, 3.19483, 3.19483
1.31382, -4.59227, 0, 1.31382, -4.59227, 0, 0.211812, 0.788188, 2.13633, 2.13633, 3.65218, 3.65218
0.229285, -0.0305169, 0, 0.229285, -0.0305169, 0, 0.960858, 0.0391416, 2.64724, 2.64724, 6.16416, 6.16416
5.48354, -0.00271336, 0, 5.48354, -0.00271336, 0, 0.474004, 0.525996, 2.37555, 2.37555, 5.08363, 5.08363
0.428055, -0.711388, 0, 0.428055, -0.711388, 0, 0.599551, 0.400449, 2.81144, 2.81144, 0.812339, 0.812339
0.833384, -0.966964, 0, 0.833384, -0.966964, 0, 0.889477, 0.110523, 2.34907, 2.34907, 3.24134, 3.24134
1.15623, -2.25214, 0, 1.15623, -2.25214, 0, 0.818491, 0.181509, 2.31376, 2.31376, 5.60885, 5.60885
-0.260879, 0.116958, 0, -0.260879, 0.116958, 0, 0.973147, 0.0268531, 2.34907, 2.34907, 2.75134, 2.75134
-0.0945023, 0.331269, 0, -0.0945023, 0.331269, 0, 0.933556, 0.0664441, 2.83358, 2.83358, 2.21069, 2.21069
-2.01668, 1.32931, 0, -2.01668, 1.32931, 0, 0.154691, 0.845309, 2.12598, 2.12598, 3.27735, 3.27735
-0.115545, 0.0375985, 0, -0.115545, 0.0375985, 0, 0.979039, 0.0209612, 2.49414, 2.49414, 2.81611, 2.81611
2.02617, 0.268813, 0, 2.02617, 0.268813, 0, 0.814967, 0.185033, 2.1264, 2.1264, 6.22054, 6.22054
1.34369, -1.13474, 0, 1.34369, -1.13474, 0, 0.565156, 0.434844, 2.78342, 2.78342, 5.11448, 5.11448
0.741321, 0.202045, 0, 0.741321, 0.202045, 0, 0.922041, 0.0779588, 2.37015, 2.37015, 0.312758, 0.312758
-3.753, 3.53821, 0, -3.753, 3.53821, 0, 0.320891, 0.679109, 2.9573, 2.9573, 5.70325, 5.70325
-0.227339, 0.654828, 0, -0.227339, 0.654828, 0, 0.907896, 0.092104, 2.55847, 2.55847, 1.79303, 1.79303
-1.65462, -2.72942, 0, -1.65462, -2.72942, 0, 0.67813, 0.32187, 2.60125, 2.60125, 4.26666, 4.26666
-1.23945, -0.236644, 0, -1.23945, -0.236644, 0, 0.826697, 0.173303, 2.50555, 2.50555, 3.21273, 3.21273
-1.94271, 1.55544, 0, -1.94271, 1.55544, 0, 0.0374105, 0.96259, 2.24227, 2.24227, 1.15432, 1.15432
-0.364505, 2.17807, 5.55112e-018, -0.364505, 2.17807, 5.55112e-018, 0.756387, 0.243613, 2.26369, 2.26369, 0.92411, 0.92411
0.318135, 4.7296, 0, 0.318135, 4.7296, 0, 0.749966, 0.250034, 1.99948, 1.99948, 1.17884, 1.17884
2.00567, 1.76333, 0, 2.00567, 1.76333, 0, 0.73544, 0.26456, 2.08975, 2.08975, 0.935355, 0.935355
1.47261, -0.210214, 0, 1.47261, -0.210214, 0, 0.894911, 0.105089, 2.0924, 2.0924, 5.91156, 5.91156
0.35809, 0.012039, 0, 0.35809, 0.012039, 0, 0.90717, 0.0928296, 2.98725, 2.98725, 0.326095, 0.326095
-0.765337, 5.3867, 0, -0.765337, 5.3867, 0, 0.127307, 0.872693, 2.86157, 2.86157, 0.185062, 0.185062
1.00972, -1.99965, 0, 1.00972, -1.99965, 0, 0.814074, 0.185926, 1.79891, 1.79891, 5.59241, 5.59241
1.11596, -0.303779, 0, 1.11596, -0.303779, 0, 0.920025, 0.0799746, 1.90415, 1.90415, 6.00835, 6.00835
0.714114, 2.5828, 0, 0.714114, 2.5828, 0, 0.786351, 0.213649, 2.88743, 2.88743, 0.279649, 0.279649
2.55865, 4.06738, 0, 2.55865, 4.06738, 0, 0.0348941, 0.965106, 2.85495, 2.85495, 1.76372, 1.76372
