X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
0.778261, 0.84321, 8.88178e-017, 0.778261, 0.84321, 8.88178e-017, 0.824642, 0.175358, 2.58311, 2.58311, 0.752731, 0.752731
-0.359874, -0.164535, 0, -0.359874, -0.164535, 0, 0.926103, 0.0738972, 2.34876, 2.34876, 1.55357, 1.55357
0.246205, -1.528, 0, 0.246205, -1.528, 0, 0.84958, 0.15042, 2.41269, 2.41269, 4.92631, 4.92631
-5.12322, -1.37397, 0, -5.12322, -1.37397, 0, 0.451079, 0.548921, 2.99275, 2.99275, 4.97628, 4.97628
0.462831, -0.0388114, 0, 0.462831, -0.0388114, 0, 0.949725, 0.0502755, 1.95574, 1.95574, 0.180907, 0.180907
-0.385447, -0.102948, 0, -0.385447, -0.102948, 0, 0.970875, 0.0291247, 2.20396, 2.20396, 3.40592, 3.40592
-0.727701, -2.17353, 0, -0.727701, -2.17353, 0, 0.167873, 0.832127, 2.99078, 2.99078, 3.83638, 3.83638
2.03206, 1.20788, 0, 2.03206, 1.20788, 0, 0.87829, 0.12171, 1.65776, 1.65776, 0.598388, 0.598388
-0.880089, 0.552244, 0, -0.880089, 0.552244, 0, 0.859749, 0.140251, 2.21666, 2.21666, 3.08536, 3.08536
0.216678, 0.369382, 0, 0.216678, 0.369382, 0, 0.944349, 0.0556514, 2.50537, 2.50537, 1.14856, 1.14856
-0.254857, -1.05221, 0, -0.254857, -1.05221, 0, 0.93573, 0.0642704, 2.13406, 2.13406, 5.72205, 5.72205
1.02489, 0.070721, 0, 1.02489, 0.070721, 0, 0.923945, 0.0760552, 2.12095, 2.12095, 5.90826, 5.90826
0.130234, -0.510324, 0, 0.130234, -0.510324, 0, 0.896024, 0.103976, 2.54444, 2.54444, 0.148282, 0.148282
0.0152436, -0.330002, 0, 0.0152436, -0.330002, 0, 0.926335, 0.0736654, 2.45166, 2.45166, 2.00451, 2.00451
-0.270609, 0.283361, 0, -0.270609, 0.283361, 0, 0.761738, 0.238262, 2.18961, 2.18961, 2.2436, 2.2436
-0.0659774, -0.193435, 0, -0.0659774, -0.193435, 0, 0.812626, 0.187374, 2.85311, 2.85311, 4.44307, 4.44307
-2.63064, -1.26477, 0, -2.63064, -1.26477, 0, 0.708, 0.292, 2.52048, 2.52048, 3.83161, 3.83161
2.04967, 0.123814, 0, 2.04967, 0.123814, 0, 0.728968, 0.271032, 2.88176, 2.88176, 5.25759, 5.25759
1.89748, 0.0844749, 0, 1.89748, 0.0844749, 0, 0.66045, 0.33955, 2.75908, 2.75908, 1.03649, 1.03649
1.61281, 0.404576, 0, 1.61281, 0.404576, 0, 0.881671, 0.118329, 1.75453, 1.75453, 5.4993, 5.4993
-2.3403, -7.26616, 0, -2.3403, -7.26616, 0, 0.000563686, 0.999436, 2.12221, 2.12221, 0.0628914, 0.0628914
-4.2652, -4.50469, 0, -4.2652, -4.50469, 0, 0.644745, 0.355255, 2.04898, 2.04898, 3.96267, 3.96267
-0.790312, 1.99083, 0, -0.790312, 1.99083, 0, 0.86008, 0.13992, 1.86851, 1.86851, 2.52576, 2.52576
-0.00599273, 0.127421, 0, -0.00599273, 0.127421, 0, 0.980705, 0.019295, 2.71428, 2.71428, 2.40432, 2.40432
-1.05015, 4.21593, 0, -1.05015, 4.21593, 0, 0.0392011, 0.960799, 2.2241, 2.2241, 4.02183, 4.02183
-0.447546, -0.656337, 0, -0.447546, -0.656337, 0, 0.917548, 0.0824517, 2.63811, 2.63811, 4.54079, 4.54079
2.68836, -2.28611, 0, 2.68836, -2.28611, 0, 0.571297, 0.428703, 2.64861, 2.64861, 4.54717, 4.54717
1.87264, -0.362631, 0, 1.87264, -0.362631, 0, 0.750562, 0.249438, 2.52216, 2.52216, 5.14905, 5.14905
-1.47207, -0.0649115, 0, -1.47207, -0.0649115, 0, 0.848342, 0.151658, 2.45923, 2.45923, 3.39877, 3.39877
-7.62235, -2.00625, 0, -7.62235, -2.00625, 0, 0.0106953, 0.989305, 2.70625, 2.70625, 0.649039, 0.649039
-0.483661, 0.0440195, 0, -0.483661, 0.0440195, 0, 0.892522, 0.107478, 2.84536, 2.84536, 3.04777, 3.04777
-3.35007, -1.8309, 0, -3.35007, -1.8309, 0, 0.425422, 0.574578, 2.44322, 2.44322, 5.35793, 5.35793
-0.394743, -0.901698, 0, -0.394743, -0.901698, 0, 0.801682, 0.198318, 2.44785, 2.44785, 4.36074, 4.36074
2.96621, -1.33274, 0, 2.96621, -1.33274, 0, 0.171621, 0.828379, 2.67624, 2.67624, 2.5797, 2.5797
-4.7594, -2.4868, 0, -4.7594, -2.4868, 0, 0.142023, 0.857977, 2.79378, 2.79378, 1.93163, 1.93163
3.05155, -3.26019, 0, 3.05155, -3.26019, 0, 0.601145, 0.398855, 2.39477, 2.39477, 2.48329, 2.48329
1.59441, -0.405417, 0, 1.59441, -0.405417, 0, 0.901021, 0.098979, 1.99827, 1.99827, 6.03538, 6.03538
-1.95484, -2.6594, 0, -1.95484, -2.6594, 0, 0.250273, 0.749727, 2.6043, 2.6043, 5.95098, 5.95098
-0.0910425, -0.0072961, 0, -0.0910425, -0.0072961, 0, 0.89256, 0.10744, 2.96369, 2.96369, 1.73959, 1.73959
-0.904256, 3.87263, 0, -0.904256, 3.87263, 0, 0.547448, 0.452552, 2.26987, 2.26987, 1.7385, 1.7385
-2.95211, 4.94481, 0, -2.95211, 4.94481, 0, 0.15603, 0.84397, 2.92272, 2.92272, 1.11989, 1.11989
-0.133482, -0.21576, 0, -0.133482, -0.21576, 0, 0.956422, 0.0435776, 2.65702, 2.65702, 4.12343, 4.12343
-6.06759, 0.599933, 0, -6.06759, 0.599933, 0, 0.464282, 0.535718, 2.12526, 2.12526, 1.31408, 1.31408
-0.0480409, 0.148806, 0, -0.0480409, 0.148806, 0, 0.783715, 0.216285, 2.74964, 2.74964, 0.36309, 0.36309
3.41815, -1.10844, 0, 3.41815, -1.10844, 0, 0.585949, 0.414051, 2.3507, 2.3507, 0.0349724, 0.0349724
-5.44592, -0.409214, 0, -5.44592, -0.409214, 0, 0.65454, 0.34546, 1.75586, 1.75586, 5.5092, 5.5092
0.698874, -0.448126, 0, 0.698874, -0.448126, 0, 0.903606, 0.0963937, 2.57953, 2.57953, 0.571304, 0.571304
2.09641, 0.901874, 0, 2.09641, 0.901874, 0, 0.244325, 0.755675, 2.0227, 2.0227, 4.01155, 4.01155
1.90316, -0.88207, 0, 1.90316, -0.88207, 0, 0.828002, 0.171998, 2.18738, 2.18738, 5.80894, 5.80894
1.32417, 0.300621, 0, 1.32417, 0.300621, 0, 0.879831, 0.120169, 2.66737, 2.66737, 0.556369, 0.556369
0.94208, 1.07957, 0, 0.94208, 1.07957, 0, 0.575389, 0.424611, 2.07972, 2.07972, 2.02405, 2.02405
2.24844, -0.600209, 0, 2.24844, -0.600209, 0, 0.698106, 0.301894, 2.13061, 2.13061, 6.23415, 6.23415
-0.0408132, 0.275334, 0, -0.0408132, 0.275334, 0, 0.955125, 0.044875, 2.60165, 2.60165, 1.01524, 1.01524
1.35939, 0.354247, 0, 1.35939, 0.354247, 0, 0.801118, 0.198882, 2.20388, 2.20388, 0.105257, 0.105257
-0.196371, -3.28536, 0, -0.196371, -3.28536, 0, 0.381402, 0.618598, 2.77538, 2.77538, 2.2145, 2.2145
6.12317, 0.579301, 0, 6.12317, 0.579301, 0, 0.502706, 0.497294, 2.3394, 2.3394, 0.172839, 0.172839
-0.240736, -0.205984, 0, -0.240736, -0.205984, 0, 0.969669, 0.0303306, 2.28208, 2.28208, 3.84935, 3.84935
-0.413073, 0.0641319, 0, -0.413073, 0.0641319, 0, 0.762906, 0.237094, 3.03199, 3.03199, 4.10157, 4.10157
-0.325797, 0.349833, 0, -0.325797, 0.349833, 0, 0.966382, 0.0336182, 2.02601, 2.02601, 2.32063, 2.32063
-0.12535, -0.0129167, 0, -0.12535, -0.0129167, 0, 0.944052, 0.0559475, 2.93548, 2.93548, 3.17478, 3.17478
0.0651671, -1.37531, 0, 0.0651671, -1.37531, 0, 0.905844, 0.0941556, 1.7972, 1.7972, 4.60838, 4.60838
-0.424437, 2.6119, 0, -0.424437, 2.6119, 0, 0.675538, 0.324462, 2.81802, 2.81802, 1.01269, 1.01269
-0.786831, 0.0349687, 0, -0.786831, 0.0349687, 0, 0.81249, 0.18751, 2.35854, 2.35854, 1.95787, 1.95787
-0.0788718, 1.477, 0, -0.0788718, 1.477, 0, 0.866865, 0.133135, 2.40879, 2.40879, 5.76209, 5.76209
-0.00697221, -0.113098, 0, -0.00697221, -0.113098, 0, 0.969579, 0.0304214, 2.89239, 2.89239, 3.95965, 3.95965
-1.48811, 2.02526, 0, -1.48811, 2.02526, 0, 0.829763, 0.170237, 1.94112, 1.94112, 1.23346, 1.23346
-0.0552425, -3.48128, 2.22045e-017, -0.0552425, -3.48128, 2.22045e-017, 0.687842, 0.312158, 1.92011, 1.92011, 4.82723, 4.82723
-1.66569, -0.566231, 0, -1.66569, -0.566231, 0, 0.909307, 0.0906926, 2.02979, 2.02979, 3.86088, 3.86088
-0.125773, 0.297835, 0, -0.125773, 0.297835, 0, 0.981109, 0.0188908, 1.85505, 1.85505, 1.97037, 1.97037
-3.57242, -3.28778, 0, -3.57242, -3.28778, 0, 0.384464, 0.615536, 1.90439, 1.90439, 2.60618, 2.60618
-6.06793, -4.56026, 0, -6.06793, -4.56026, 0, 0.389107, 0.610893, 2.65737, 2.65737, 3.3608, 3.3608
0.256003, 0.38092, 0, 0.256003, 0.38092, 0, 0.970283, 0.0297168, 2.05025, 2.05025, 0.985022, 0.985022
2.71787, 2.3102, 0, 2.71787, 2.3102, 0, 0.420595, 0.579405, 2.00433, 2.00433, 5.79431, 5.79431
1.68689, 2.16569, 0, 1.68689, 2.16569, 0, 0.734632, 0.265368, 2.13227, 2.13227, 0.473611, 0.473611
-0.092224, 0.174967, 0, -0.092224, 0.174967, 0, 0.957398, 0.0426015, 2.65462, 2.65462, 2.14296, 2.14296
-2.03052, 3.41118, 0, -2.03052, 3.41118, 0, 0.0142306, 0.985769, 2.11764, 2.11764, 1.00631, 1.00631
-1.90248, -1.74646, 0, -1.90248, -1.74646, 0, 0.746253, 0.253747, 2.43964, 2.43964, 3.91193, 3.91193
7.56463, -4.64623, 0, 7.56463, -4.64623, 0, 0.207313, 0.792687, 2.46589, 2.46589, 0.244384, 0.244384
4.14312, -4.23617, 0, 4.14312, -4.23617, 0, 0.659059, 0.340941, 2.24381, 2.24381, 5.15901, 5.15901
-0.115031, -0.064969, 0, -0.115031, -0.064969, 0, 0.989502, 0.0104976, 2.00326, 2.00326, 3.62148, 3.62148
-1.36133, 1.13563, 0, -1.36133, 1.13563, 0, 0.669284, 0.330716, 2.32192, 2.32192, 3.37829, 3.37829
0.292129, -0.204531, 0, 0.292129, -0.204531, 0, 0.919105, 0.0808954, 2.64726, 2.64726, 6.1023, 6.1023
-0.600854, -0.530643, 0, -0.600854, -0.530643, 0, 0.943004, 0.056996, 1.89294, 1.89294, 3.91718, 3.91718
1.10477, -0.777675, 0, 1.10477, -0.777675, 0, 0.876865, 0.123135, 2.09369, 2.09369, 5.72762, 5.72762
-3.45076, -3.54358, 0, -3.45076, -3.54358, 0, 0.745854, 0.254146, 2.1904, 2.1904, 3.5732, 3.5732
-1.29815, -1.26013, 0, -1.29815, -1.26013, 0, 0.865825, 0.134175, 2.01132, 2.01132, 3.99947, 3.99947
-1.61953, 3.72174, 0, -1.61953, 3.72174, 0, 0.479359, 0.520641, 2.53461, 2.53461, 1.87504, 1.87504
-0.0386512, -0.0630203, 0, -0.0386512, -0.0630203, 0, 0.932061, 0.0679394, 2.81024, 2.81024, 3.51052, 3.51052
-0.551803, -1.17755, 0, -0.551803, -1.17755, 0, 0.399319, 0.600681, 2.63355, 2.63355, 0.802306, 0.802306
-4.01191, -3.86759, 0, -4.01191, -3.86759, 0, 0.595208, 0.404792, 1.8036, 1.8036, 3.56261, 3.56261
1.25699, 2.64473, 0, 1.25699, 2.64473, 0, 0.751313, 0.248687, 2.34837, 2.34837, 4.87037, 4.87037
-0.174952, 4.22902, 0, -0.174952, 4.22902, 0, 0.620292, 0.379708, 2.35815, 2.35815, 0.625903, 0.625903
0.762454, -1.20631, 0, 0.762454, -1.20631, 0, 0.779481, 0.220519, 2.99521, 2.99521, 0.0632335, 0.0632335
-0.0592356, 0.0384161, 0, -0.0592356, 0.0384161, 0, 0.949331, 0.0506692, 3.01919, 3.01919, 2.56625, 2.56625
-5.05991, 0.348399, 0, -5.05991, 0.348399, 0, 0.412745, 0.587255, 2.05477, 2.05477, 2.46659, 2.46659
0.677979, -2.01859, 0, 0.677979, -2.01859, 0, 0.355509, 0.644491, 2.26178, 2.26178, 2.71331, 2.71331
-0.226316, -2.41863, 0, -0.226316, -2.41863, 0, 0.811252, 0.188748, 2.34899, 2.34899, 4.28265, 4.28265
0.00478444, -0.074276, 0, 0.00478444, -0.074276, 0, 0.991399, 0.00860089, 2.49544, 2.49544, 4.79936, 4.79936
0.0259766, 0.0318508, 0, 0.0259766, 0.0318508, 0, 0.996189, 0.00381074, 2.25965, 2.25965, 0.886631, 0.886631
0.255853, -0.0597953, 0, 0.255853, -0.0597953, 0, 0.727111, 0.272889, 2.30517, 2.30517, 2.89522, 2.89522
1.70941, -2.19052, 0, 1.70941, -2.19052, 0, 0.767998, 0.232002, 1.94312, 1.94312, 5.5734, 5.5734
0.101913, 0.253285, 0, 0.101913, 0.253285, 0, 0.666878, 0.333122, 1.80022, 1.80022, 4.15735, 4.15735
3.23307, 2.60379, 0, 3.23307, 2.60379, 0, 0.588566, 0.411434, 2.88989, 2.88989, 1.58277, 1.58277
7.60242, 2.91234, 0, 7.60242, 2.91234, 0, 0.278513, 0.721487, 2.69774, 2.69774, 2.4515, 2.4515
-3.20058, -0.50902, 1.11022e-017, -3.20058, -0.50902, 1.11022e-017, 0.800419, 0.199581, 1.92818, 1.92818, 4.93462, 4.93462
-3.3646, 0.488253, 0, -3.3646, 0.488253, 0, 0.122135, 0.877865, 3.07394, 3.07394, 5.66838, 5.66838
0.850303, -0.208203, 0, 0.850303, -0.208203, 0, 0.912887, 0.0871125, 1.95837, 1.95837, 6.21076, 6.21076
0.76507, -0.392299, 0, 0.76507, -0.392299, 0, 0.818511, 0.181489, 2.31263, 2.31263, 4.51595, 4.51595
-1.63305, 2.58997, 0, -1.63305, 2.58997, 0, 0.470174, 0.529826, 2.92599, 2.92599, 0.964518, 0.964518
4.69715, -1.39394, 0, 4.69715, -1.39394, 0, 0.518068, 0.481932, 2.3283, 2.3283, 4.32425, 4.32425
3.57938, 3.71549, 0, 3.57938, 3.71549, 0, 0.0477333, 0.952267, 2.96583, 2.96583, 3.55408, 3.55408
-0.0612475, -0.0477335, 0, -0.0612475, -0.0477335, 0, 0.994051, 0.00594904, 2.10352, 2.10352, 3.80362, 3.80362
1.52699, 0.556651, 0, 1.52699, 0.556651, 0, 0.907162, 0.0928382, 1.98282, 1.98282, 0.461435, 0.461435
0.532914, -1.86454, 0, 0.532914, -1.86454, 0, 0.489627, 0.510373, 1.99545, 1.99545, 1.72486, 1.72486
0.562794, -0.162998, 0, 0.562794, -0.162998, 0, 0.929363, 0.0706368, 2.811, 2.811, 4.48846, 4.48846
1.15202, 0.962164, 0, 1.15202, 0.962164, 0, 0.741737, 0.258263, 2.55325, 2.55325, 1.02207, 1.02207
-0.110815, -0.309537, 0, -0.110815, -0.309537, 0, 0.970923, 0.0290771, 2.21106, 2.21106, 4.34977, 4.34977
0.614625, -2.52848, 0, 0.614625, -2.52848, 0, 0.357721, 0.642279, 2.27641, 2.27641, 0.834278, 0.834278
-1.87021, -1.23305, 0, -1.87021, -1.23305, 0, 0.345474, 0.654526, 2.9355, 2.9355, 4.14633, 4.14633
1.60147, 0.562785, 0, 1.60147, 0.562785, 0, 0.867033, 0.132967, 2.24558, 2.24558, 0.198759, 0.198759
-1.09825, -0.227128, 0, -1.09825, -0.227128, 0, 0.91865, 0.0813501, 1.87756, 1.87756, 3.40309, 3.40309
2.97248, 5.96053, 0, 2.97248, 5.96053, 0, 0.43899, 0.56101, 2.05082, 2.05082, 0.507765, 0.507765
0.436984, -2.52259, 0, 0.436984, -2.52259, 0, 0.467115, 0.532885, 2.33112, 2.33112, 3.94744, 3.94744
-2.56081, 7.71641, 0, -2.56081, 7.71641, 0, 0.11228, 0.88772, 1.78279, 1.78279, 2.84946, 2.84946
-0.667505, 5.76259, 0, -0.667505, 5.76259, 0, 0.539387, 0.460613, 1.82166, 1.82166, 0.369834, 0.369834
7.17328, -4.02079, 0, 7.17328, -4.02079, 0, 0.129064, 0.870936, 3.07772, 3.07772, 1.90059, 1.90059
4.761, 3.42811, 0, 4.761, 3.42811, 0, 0.315151, 0.684849, 2.63401, 2.63401, 6.02371, 6.02371
0.78335, 1.06953, 0, 0.78335, 1.06953, 0, 0.855996, 0.144004, 1.89151, 1.89151, 4.97456, 4.97456
0.307548, 3.76973, 0, 0.307548, 3.76973, 0, 0.605039, 0.394961, 2.67024, 2.67024, 0.252708, 0.252708
1.04777, 4.56567, 0, 1.04777, 4.56567, 0, 0.700333, 0.299667, 2.10834, 2.10834, 1.43168, 1.43168
2.35938, -0.0194218, 0, 2.35938, -0.0194218, 0, 0.793727, 0.206273, 2.06825, 2.06825, 5.0194, 5.0194
-1.8028, -2.19272, 0, -1.8028, -2.19272, 0, 0.766545, 0.233455, 1.81488, 1.81488, 1.63047, 1.63047
-7.14388, -1.64128, 0, -7.14388, -1.64128, 0, 0.574097, 0.425903, 1.99969, 1.99969, 3.21187, 3.21187
-4.28804, 1.49665, 0, -4.28804, 1.49665, 0, 0.265609, 0.734391, 2.55291, 2.55291, 3.6626, 3.6626
-0.767191, 3.13962, 0, -0.767191, 3.13962, 0, 0.525736, 0.474264, 2.16657, 2.16657, 0.563082, 0.563082
0.481919, -1.98773, 0, 0.481919, -1.98773, 0, 0.867515, 0.132485, 1.93431, 1.93431, 5.06943, 5.06943
-1.47959, 1.09981, 0, -1.47959, 1.09981, 0, 0.625789, 0.374211, 2.25549, 2.25549, 2.20151, 2.20151
-2.31654, -0.64806, 1.11022e-017, -2.31654, -0.64806, 1.11022e-017, 0.823368, 0.176632, 1.98286, 1.98286, 5.94919, 5.94919
2.20871, 1.25449, 0, 2.20871, 1.25449, 0, 0.844764, 0.155236, 1.98967, 1.98967, 1.64875, 1.64875
-2.00471, 2.01471, 0, -2.00471, 2.01471, 0, 0.324359, 0.675641, 2.79066, 2.79066, 1.54366, 1.54366
-2.73512, 0.0605385, 0, -2.73512, 0.0605385, 0, 0.324051, 0.675949, 2.5027, 2.5027, 4.09936, 4.09936
-0.423391, 2.72174, 0, -0.423391, 2.72174, 0, 0.129401, 0.870599, 2.29457, 2.29457, 4.91175, 4.91175
-2.46559, 0.7323, 0, -2.46559, 0.7323, 0, 0.807696, 0.192304, 2.97503, 2.97503, 3.14619, 3.14619
-0.737624, -0.330832, 0, -0.737624, -0.330832, 0, 0.903838, 0.0961625, 2.83706, 2.83706, 3.61419, 3.61419
-0.62139, -1.71627, 0, -0.62139, -1.71627, 0, 0.480026, 0.519974, 2.37493, 2.37493, 0.288403, 0.288403
1.43634, 0.120586, 0, 1.43634, 0.120586, 0, 0.735235, 0.264765, 2.02806, 2.02806, 3.88846, 3.88846
-0.00728964, -0.00322479, 0, -0.00728964, -0.00322479, 0, 0.999003, 0.000996537, 2.46838, 2.46838, 3.55809, 3.55809
-0.134416, -0.069006, 0, -0.134416, -0.069006, 0, 0.914201, 0.0857994, 2.92043, 2.92043, 3.63899, 3.63899
0.853479, -0.699125, 0, 0.853479, -0.699125, 0, 0.455418, 0.544582, 2.40754, 2.40754, 0.330667, 0.330667
-0.257209, 0.672251, 0, -0.257209, 0.672251, 0, 0.947911, 0.0520891, 2.05715, 2.05715, 1.9162, 1.9162
-0.590523, -6.44786, 0, -0.590523, -6.44786, 0, 0.148505, 0.851495, 1.98829, 1.98829, 0.292973, 0.292973
1.85812, 0.345772, 0, 1.85812, 0.345772, 0, 0.735224, 0.264776, 2.69081, 2.69081, 5.03013, 5.03013
0.480303, 0.159538, 0, 0.480303, 0.159538, 0, 0.952412, 0.0475875, 2.31416, 2.31416, 0.408402, 0.408402
-0.959449, 0.628318, 0, -0.959449, 0.628318, 0, 0.730942, 0.269058, 2.81992, 2.81992, 2.44268, 2.44268
-0.775373, -3.2365, 0, -0.775373, -3.2365, 0, 0.753498, 0.246502, 2.12173, 2.12173, 4.20397, 4.20397
0.173794, 0.390439, 0, 0.173794, 0.390439, 0, 0.973421, 0.0265787, 2.03337, 2.03337, 0.987514, 0.987514
0.450292, -0.485801, 0, 0.450292, -0.485801, 0, 0.881561, 0.118439, 2.42651, 2.42651, 0.0592302, 0.0592302
0.450854, 4.15001, 0, 0.450854, 4.15001, 0, 0.678267, 0.321733, 2.25427, 2.25427, 1.51313, 1.51313
-2.76213, -0.925295, 0, -2.76213, -0.925295, 0, 0.809532, 0.190468, 2.18419, 2.18419, 2.10861, 2.10861
1.39859, 2.114, 0, 1.39859, 2.114, 0, 0.786334, 0.213666, 2.2484, 2.2484, 0.851998, 0.851998
0.93554, -3.39899, 0, 0.93554, -3.39899, 0, 0.72171, 0.27829, 2.12856, 2.12856, 5.99491, 5.99491
0.0641288, -0.149154, 0, 0.0641288, -0.149154, 0, 0.97325, 0.0267504, 2.62761, 2.62761, 5.15717, 5.15717
0.873063, -2.51485, 0, 0.873063, -2.51485, 0, 0.527642, 0.472358, 1.96603, 1.96603, 1.91411, 1.91411
3.59366, -0.605671, 0, 3.59366, -0.605671, 0, 0.68519, 0.31481, 2.64263, 2.64263, 5.73658, 5.73658
-7.63079, 3.98309, 0, -7.63079, 3.98309, 0, 0.0580389, 0.941961, 2.17367, 2.17367, 2.58843, 2.58843
0.447602, -1.28968, 0, 0.447602, -1.28968, 0, 0.804352, 0.195648, 2.74902, 2.74902, 5.40956, 5.40956
1.84389, 0.135257, 0, 1.84389, 0.135257, 0, 0.809385, 0.190615, 2.52184, 2.52184, 6.20856, 6.20856
-0.147017, -4.00562, 0, -0.147017, -4.00562, 0, 0.334306, 0.665694, 2.0065, 2.0065, 5.91753, 5.91753
-3.23533, -5.13434, 0, -3.23533, -5.13434, 0, 0.548325, 0.451675, 2.96025, 2.96025, 3.65255, 3.65255
0.902443, 1.16179, 0, 0.902443, 1.16179, 0, 0.830783, 0.169217, 2.31167, 2.31167, 0.530909, 0.530909
0.409723, 0.368895, 0, 0.409723, 0.368895, 0, 0.954041, 0.0459587, 2.06885, 2.06885, 0.415843, 0.415843
3.0631, 0.966031, 0, 3.0631, 0.966031, 0, 0.759674, 0.240326, 2.03148, 2.03148, 0.133669, 0.133669
0.132482, -0.15471, 0, 0.132482, -0.15471, 0, 0.948571, 0.0514294, 2.81515, 2.81515, 5.52398, 5.52398
0.0574424, -0.40895, 0, 0.0574424, -0.40895, 0, 0.953618, 0.0463815, 2.44815, 2.44815, 4.90417, 4.90417
-0.0511425, -0.302137, 0, -0.0511425, -0.302137, 0, 0.9717, 0.0283002, 2.27155, 2.27155, 4.50325, 4.50325
1.6458, -1.53649, 0, 1.6458, -1.53649, 0, 0.70371, 0.29629, 2.66615, 2.66615, 1.86763, 1.86763
-1.22286, -1.02276, 0, -1.22286, -1.02276, 0, 0.891155, 0.108845, 2.48219, 2.48219, 3.91377, 3.91377
3.28602, 2.35294, 0, 3.28602, 2.35294, 0, 0.477209, 0.522791, 2.34025, 2.34025, 1.54335, 1.54335
0.832326, 1.58708, 0, 0.832326, 1.58708, 0, 0.24333, 0.75667, 2.23044, 2.23044, 3.43027, 3.43027
-2.61597, 3.55266, 0, -2.61597, 3.55266, 0, 0.739493, 0.260507, 1.80191, 1.80191, 2.42875, 2.42875
-0.924324, -1.92248, 0, -0.924324, -1.92248, 0, 0.716018, 0.283982, 2.88119, 2.88119, 2.1581, 2.1581
-2.87, -4.65638, 0, -2.87, -4.65638, 0, 0.398279, 0.601721, 3.07801, 3.07801, 3.08395, 3.08395
0.555398, 0.666699, 0, 0.555398, 0.666699, 0, 0.787221, 0.212779, 2.45217, 2.45217, 0.0439463, 0.0439463
4.18058, 1.20513, 0, 4.18058, 1.20513, 0, 0.477608, 0.522392, 1.93577, 1.93577, 0.280823, 0.280823
-0.870206, 1.60138, 0, -0.870206, 1.60138, 0, 0.602848, 0.397152, 2.43298, 2.43298, 4.91184, 4.91184
2.2663, -1.52576, 0, 2.2663, -1.52576, 0, 0.317849, 0.682151, 2.8314, 2.8314, 3.29844, 3.29844
-0.0476642, -0.443814, 0, -0.0476642, -0.443814, 0, 0.96417, 0.0358297, 2.29113, 2.29113, 4.73365, 4.73365
-3.36217, 0.420764, 0, -3.36217, 0.420764, 0, 0.1477, 0.8523, 2.43813, 2.43813, 4.55472, 4.55472
-2.29718, 0.0403834, 0, -2.29718, 0.0403834, 0, 0.0878061, 0.912194, 2.8921, 2.8921, 2.88941, 2.88941
-0.804061, 4.05881, 0, -0.804061, 4.05881, 0, 0.378851, 0.621149, 1.77331, 1.77331, 2.3044, 2.3044
1.21315, -1.45619, 0, 1.21315, -1.45619, 0, 0.88172, 0.11828, 1.84164, 1.84164, 5.51304, 5.51304
0.692272, 1.64148, 0, 0.692272, 1.64148, 0, 0.256014, 0.743986, 2.99554, 2.99554, 4.63619, 4.63619
-1.58199, 7.27288, 0, -1.58199, 7.27288, 0, 0.30971, 0.69029, 2.94276, 2.94276, 1.67554, 1.67554
0.203625, -1.41979, 0, 0.203625, -1.41979, 0, 0.724123, 0.275877, 2.92732, 2.92732, 0.76356, 0.76356
-0.194671, 0.525657, 0, -0.194671, 0.525657, 0, 0.894614, 0.105386, 2.53395, 2.53395, 1.82326, 1.82326
-2.64844, -1.39493, 0, -2.64844, -1.39493, 0, 0.550932, 0.449068, 2.43928, 2.43928, 4.10999, 4.10999
-0.95574, -0.00868367, 0, -0.95574, -0.00868367, 0, 0.880182, 0.119818, 2.2028, 2.2028, 3.48201, 3.48201
3.27111, -0.292511, 0, 3.27111, -0.292511, 0, 0.700606, 0.299394, 2.32351, 2.32351, 2.0077, 2.0077
1.07365, -2.53372, 0, 1.07365, -2.53372, 0, 0.577528, 0.422472, 2.96726, 2.96726, 2.12459, 2.12459
4.59402, 0.755388, 0, 4.59402, 0.755388, 0, 0.372862, 0.627138, 2.06529, 2.06529, 0.740458, 0.740458
0.387811, -0.0174, 0, 0.387811, -0.0174, 0, 0.912992, 0.0870083, 2.95378, 2.95378, 0.402583, 0.402583
-0.0491226, -0.134844, 0, -0.0491226, -0.134844, 0, 0.973736, 0.0262635, 2.91288, 2.91288, 4.63366, 4.63366
2.10665, 0.918492, 0, 2.10665, 0.918492, 0, 0.670732, 0.329268, 2.13411, 2.13411, 2.71941, 2.71941
2.02414, 0.00247165, 0, 2.02414, 0.00247165, 0, 0.820128, 0.179872, 2.15181, 2.15181, 5.80237, 5.80237
0.0534895, 1.54376, 0, 0.0534895, 1.54376, 0, 0.438377, 0.561623, 3.03663, 3.03663, 4.73858, 4.73858
-1.76305, 2.0709, 0, -1.76305, 2.0709, 0, 0.337082, 0.662918, 2.64344, 2.64344, 5.76329, 5.76329
-3.85094, -0.802179, 0, -3.85094, -0.802179, 0, 0.616037, 0.383963, 2.59585, 2.59585, 3.8901, 3.8901
0.878405, -1.66846, 0, 0.878405, -1.66846, 0, 0.532, 0.468, 2.63493, 2.63493, 3.44665, 3.44665
-0.450766, -0.72722, 0, -0.450766, -0.72722, 0, 0.912771, 0.0872294, 2.6277, 2.6277, 4.5799, 4.5799
